Sample_ID,Sample Type,DNA Extraction Date,Extraction Blank,QR,Collection Date,Time,Station,Program,Depth,Replicate,Sounding,CTD Bottle,Draft,CastID,SampleID,Lat,,Lat_dec,Long,,Long_dec,Notes,,
GDS126-Atlantic,Sample,2022-11-14,GDSXN004_Atlantic,GDS126,Aug 18 2021,0.541666667,SAB_02,GC,10,2,24.6,2,,171C026,487524,45,51.548,45.85913333,60,7.965,-60.13275,,,
GDS127-Atlantic,Sample,2022-11-14,GDSXN004_Atlantic,GDS127,Aug 18 2021,0.541666667,SAB_02,GC,Surface,2,24.6,3,,171C026,487525,45,51.548,45.85913333,60,7.965,-60.13275,,,
GDS128-Atlantic,Sample,2022-11-14,GDSXN004_Atlantic,GDS128,Aug 18 2021,0.551388889,SAB_02,GC,Bottom,3,24.5,1,,171D026,487526,45,51.647,45.86078333,60,7.903,-60.13171667,,,
GDS129-Atlantic,Sample,2022-11-14,GDSXN004_Atlantic,GDS129,Aug 18 2021,0.551388889,SAB_02,GC,10,3,24.5,2,,171D026,487527,45,51.647,45.86078333,60,7.903,-60.13171667,,,
GDS130-Atlantic,Sample,2022-11-14,GDSXN004_Atlantic,GDS130,Aug 18 2021,0.551388889,SAB_02,GC,Surface,3,24.5,3,,171D026,487528,45,51.647,45.86078333,60,7.903,-60.13171667,,,
GDS132-Atlantic,Sample,2022-11-02,GDSXN003_Atlantic,GDS132,Aug 18 2021,0.465972222,SAB_03,GC,Bottom,1,34.6,1,,171A027,487530,45,50.543,45.84238333,60,5.292,-60.0882,After 171C028 we had to go into Gabarus bay south of louisburg so we could sample safely in the shallower depths. The tide and swell were too strong to maintain station in the area we sampled 171C028,,
GDS133-Atlantic,Sample,2022-11-02,GDSXN003_Atlantic,GDS133,Aug 18 2021,0.465972222,SAB_03,GC,15,1,34.6,2,,171A027,487531,45,50.543,45.84238333,60,5.292,-60.0882,Gabrus bay,,
GDS134-Atlantic,Sample,2022-11-01,GDSXN002_Atlantic,GDS134,Aug 18 2021,0.465972222,SAB_03,GC,Surface,1,34.6,3,,171A027,487532,45,50.543,45.84238333,60,5.292,-60.0882,,,
GDS135-Atlantic,Sample,2022-11-01,GDSXN002_Atlantic,GDS135,Aug 18 2021,0.476388889,SAB_03,GC,Bottom,2,34.9,1,,171B027,487533,45,50.659,45.84431667,60,5.204,-60.08673333,,,
GDS136-Atlantic,Sample,2022-11-02,GDSXN003_Atlantic,GDS136,Aug 18 2021,0.476388889,SAB_03,GC,15,2,34.9,2,,171B027,487534,45,50.659,45.84431667,60,5.204,-60.08673333,,,
GDS137-Atlantic,Sample,2022-11-02,GDSXN003_Atlantic,GDS137,Aug 18 2021,0.476388889,SAB_03,GC,Surface,2,34.9,3,,171B027,487535,45,50.659,45.84431667,60,5.204,-60.08673333,,,
GDS138-Atlantic,Sample,2022-11-01,GDSXN002_Atlantic,GDS138,Aug 18 2021,0.485416667,SAB_03,GC,Bottom,3,34,1,,171C027,487536,45,50.76,45.846,60,5.136,-60.0856,,,
GDS139-Atlantic,Sample,2022-11-01,GDSXN002_Atlantic,GDS139,Aug 18 2021,0.485416667,SAB_03,GC,15,3,34,2,,171C027,487537,45,50.76,45.846,60,5.136,-60.0856,,,
GDS140-Atlantic,Sample,2022-11-01,GDSXN002_Atlantic,GDS140,Aug 18 2021,0.485416667,SAB_03,GC,Surface,3,34,3,,171C027,487538,45,50.76,45.846,60,5.136,-60.0856,,,
GDS142-Atlantic,Sample,2022-11-15,GDSXN005_Atlantic,GDS142,Aug 18 2021,0.358333333,SAB_04,GC,Bottom,1,50.9,1,,171A028,487540,45,55.546,45.92576667,59,51.424,-59.85706667,Too much swell in St Anns Bank. Had to come back towards Louisbourg to sample the shallow stations with the protection of the headlands. ,,
GDS143-Atlantic,Sample,2022-11-15,GDSXN005_Atlantic,GDS143,Aug 18 2021,0.358333333,SAB_04,GC,25,1,50.9,2,,171A028,487541,45,55.546,45.92576667,59,51.424,-59.85706667,started at 8:11,,
GDS144-Atlantic,Sample,2022-11-15,GDSXN005_Atlantic,GDS144,Aug 18 2021,0.358333333,SAB_04,GC,Surface,1,50.9,3,,171A028,487542,45,55.546,45.92576667,59,51.424,-59.85706667,"First cast we noticed there was a lot of drag on the CTD, which only got to 40 m with 51m of wire panned out. The plan now is to let more wire out and to have the ship move with the tide to keep the CTD at the right angle so it samples at depth. ",,
GDS145-Atlantic,Sample,2022-11-15,GDSXN005_Atlantic,GDS145,Aug 18 2021,0.379166667,SAB_04,GC,Bottom,2,49.7,1,,171B028,487543,45,55.685,45.92808333,59,51.591,-59.85985,Plan worked will continue to use the thurster to compensate for draft,,
GDS146-Atlantic,Sample,2022-11-15,GDSXN005_Atlantic,GDS146,Aug 18 2021,0.379166667,SAB_04,GC,25,2,49.7,2,,171B028,487544,45,55.685,45.92808333,59,51.591,-59.85985,Cast 171b028 is #89 on the CTD. #88 was the cast where the ARM didn't fire. ,,
GDS147-Atlantic,Sample,2022-11-15,GDSXN005_Atlantic,GDS147,Aug 18 2021,0.379166667,SAB_04,GC,Surface,2,49.7,3,,171B028,487545,45,55.685,45.92808333,59,51.591,-59.85985,bad cast at 45 55.566 59 51.582 arm didn't seem to trigger. Re-armed and let it go in gps as 171e028,,
GDS148-Atlantic,Sample,2022-11-15,GDSXN005_Atlantic,GDS148,Aug 18 2021,0.392361111,SAB_04,GC,Bottom,3,50.3,1,,171C028,487546,45,55.575,45.92625,59,51.597,-59.85995,,,
GDS149-Atlantic,Sample,2022-11-15,GDSXN005_Atlantic,GDS149,Aug 18 2021,0.392361111,SAB_04,GC,25,3,50.3,2,,171C028,487547,45,55.575,45.92625,59,51.597,-59.85995,,,
GDS150-Atlantic,Sample,2022-11-15,GDSXN005_Atlantic,GDS150,Aug 18 2021,0.392361111,SAB_04,GC,Surface,3,50.3,3,,171C028,487548,45,55.575,45.92625,59,51.597,-59.85995,,,
