verbatim_species,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,region
Evermannia longipinnis,Evermannia longipinnis,accepted,Evermannia longipinnis,NA,species,Actinopteri,Gobiiformes,Gobiidae,Evermannia,TRUE,FALSE,FALSE,280761,280761,NA,NA,Eastern Tropical Pacific
Takifugu niphobles,Takifugu niphobles,accepted,Takifugu niphobles,NA,species,Actinopteri,Tetraodontiformes,Tetraodontidae,Takifugu,TRUE,FALSE,FALSE,278419,278419,149703,433688,Eastern Tropical Pacific
Antennatus sanguineus,Abantennarius sanguineus,superseded combination,Antennatus sanguineus,NA,species,Actinopteri,Lophiiformes,Antennariidae,Antennatus,TRUE,FALSE,FALSE,313098,313098,503511,882757,Eastern Tropical Pacific
Acanthogobius flavimanus,Acanthogobius flavimanus,accepted,Acanthogobius flavimanus,NA,species,Actinopteri,Gobiiformes,Gobiidae,Acanthogobius,TRUE,TRUE,TRUE,279475,279475,52653,86203,Eastern Tropical Pacific
Coryphaenoides armatus,Coryphaenoides armatus,accepted,Coryphaenoides armatus,NA,species,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,158952,158952,34568,76798,Eastern Tropical Pacific
Zapteryx exasperata,Zapteryx exasperata,accepted,Zapteryx exasperata,NA,species,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Zapteryx,TRUE,FALSE,FALSE,283213,283213,179854,540279,Eastern Tropical Pacific
Triakis semifasciata,Triakis semifasciata,accepted,Triakis semifasciata,NA,species,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,TRUE,TRUE,FALSE,279060,279060,122048,30493,Eastern Tropical Pacific
Larimus effulgens,Larimus effulgens,accepted,Larimus effulgens,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Larimus,TRUE,FALSE,FALSE,276130,276130,371508,NA,Eastern Tropical Pacific
Lobianchia gemellarii,Lobianchia gemellarii,accepted,Lobianchia gemellarii,NA,species,Actinopteri,Myctophiformes,Myctophidae,Lobianchia,TRUE,FALSE,FALSE,158901,158901,140348,123234,Eastern Tropical Pacific
Katsuwonus pelamis,Katsuwonus pelamis,accepted,Katsuwonus pelamis,NA,species,Actinopteri,Scombriformes,Scombridae,Katsuwonus,TRUE,FALSE,FALSE,127018,127018,11599,8226,Eastern Tropical Pacific
Ambassis gymnocephalus,Ambassis gymnocephalus,accepted,Ambassis gymnocephalus,NA,species,Actinopteri,Ovalentaria incertae sedis,Ambassidae,Ambassis,TRUE,TRUE,TRUE,220044,220044,11253,1045542,Eastern Tropical Pacific
Gobiopterus chuno,Gobiopterus chuno,accepted,Gobiopterus chuno,NA,species,Actinopteri,Gobiiformes,Gobiidae,Gobiopterus,FALSE,TRUE,TRUE,280901,280901,808246,1365555,Eastern Tropical Pacific
Lycodes cortezianus,Lycodes cortezianus,accepted,Lycodes cortezianus,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,274097,274097,11374,57818,Eastern Tropical Pacific
Trachinotus goodei,Trachinotus goodei,accepted,Trachinotus goodei,NA,species,Actinopteri,Carangiformes,Carangidae,Trachinotus,TRUE,FALSE,FALSE,159654,159654,68575,173333,Eastern Tropical Pacific
Lipolagus ochotensis,Lipolagus ochotensis,accepted,Lipolagus ochotensis,NA,species,Actinopteri,Argentiniformes,Bathylagidae,Lipolagus,TRUE,FALSE,FALSE,281374,281374,125598,170193,Eastern Tropical Pacific
Bathylagoides wesethi,Bathylagoides wesethi,accepted,Bathylagoides wesethi,NA,species,Actinopteri,Argentiniformes,Bathylagidae,Bathylagoides,TRUE,FALSE,FALSE,712444,712444,495757,875769,Eastern Tropical Pacific
Hippocampus hippocampus,Hippocampus hippocampus,accepted,Hippocampus hippocampus,NA,species,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,TRUE,FALSE,FALSE,127380,127380,66239,109283,Eastern Tropical Pacific
Symbolophorus reversus,Symbolophorus reversus,accepted,Symbolophorus reversus,NA,species,Actinopteri,Myctophiformes,Myctophidae,Symbolophorus,TRUE,FALSE,FALSE,272735,272735,717333,1519995,Eastern Tropical Pacific
Gobiesox papillifer,Gobiesox papillifer,accepted,Gobiesox papillifer,NA,species,Actinopteri,Gobiesociformes,Gobiesocidae,Gobiesox,TRUE,FALSE,FALSE,275676,275676,NA,NA,Eastern Tropical Pacific
Gobionellus microdon,Gobionellus microdon,accepted,Gobionellus microdon,NA,species,Actinopteri,Gobiiformes,Gobiidae,Gobionellus,FALSE,TRUE,TRUE,276498,276498,NA,1365552,Eastern Tropical Pacific
Scytalichthys miurus,Scytalichthys miurus,accepted,Scytalichthys miurus,NA,species,Actinopteri,Anguilliformes,Ophichthidae,Scytalichthys,TRUE,FALSE,FALSE,282734,282734,NA,NA,Eastern Tropical Pacific
Microgobius brevispinis,Microgobius brevispinis,accepted,Microgobius brevispinis,NA,species,Actinopteri,Gobiiformes,Gobiidae,Microgobius,TRUE,FALSE,FALSE,275710,275710,NA,203320,Eastern Tropical Pacific
Clupanodon thrissa,Clupanodon thrissa,accepted,Clupanodon thrissa,NA,species,Actinopteri,Clupeiformes,Clupeidae,Clupanodon,TRUE,TRUE,TRUE,280223,280223,503822,403224,Eastern Tropical Pacific
Bathygobius soporator,Bathygobius soporator,accepted,Bathygobius soporator,NA,species,Actinopteri,Gobiiformes,Gobiidae,Bathygobius,TRUE,TRUE,TRUE,277638,277638,23569,314015,Eastern Tropical Pacific
Lutjanus colorado,Lutjanus colorado,accepted,Lutjanus colorado,NA,species,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,TRUE,TRUE,FALSE,276529,276529,34506,697225,Eastern Tropical Pacific
Alphestes afer,Alphestes afer,accepted,Alphestes afer,NA,species,Actinopteri,Perciformes,Serranidae,Alphestes,TRUE,FALSE,FALSE,279567,279567,250247,246622,Eastern Tropical Pacific
Sphoeroides lispus,Sphoeroides lispus,accepted,Sphoeroides lispus,NA,species,Actinopteri,Tetraodontiformes,Tetraodontidae,Sphoeroides,TRUE,FALSE,FALSE,275278,275278,665950,1329245,Eastern Tropical Pacific
Ogilbia robertsoni,Ogilbia robertsoni,accepted,Ogilbia robertsoni,NA,species,Actinopteri,Ophidiiformes,Bythitidae,Ogilbia,TRUE,FALSE,FALSE,281854,281854,NA,NA,Eastern Tropical Pacific
Clarkichthys bilineatus,Clarkichthys bilineatus,accepted,Clarkichthys bilineatus,NA,species,Actinopteri,Perciformes,Microdesmidae,Clarkichthys,TRUE,FALSE,FALSE,280208,280208,NA,NA,Eastern Tropical Pacific
Menticirrhus panamensis,Menticirrhus panamensis,accepted,Menticirrhus panamensis,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Menticirrhus,TRUE,FALSE,FALSE,276149,276149,NA,NA,Eastern Tropical Pacific
Cynoscion xanthulus,Cynoscion xanthulus,accepted,Cynoscion xanthulus,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Cynoscion,TRUE,TRUE,FALSE,276095,276095,759860,666531,Eastern Tropical Pacific
Strongylura marina,Strongylura marina,accepted,Strongylura marina,NA,species,Actinopteri,Beloniformes,Belonidae,Strongylura,TRUE,TRUE,TRUE,159256,159256,250248,129068,Eastern Tropical Pacific
Histiobranchus bathybius,Histiobranchus bathybius,accepted,Histiobranchus bathybius,NA,species,Actinopteri,Anguilliformes,Synaphobranchidae,Histiobranchus,TRUE,FALSE,FALSE,126323,126323,59469,121287,Eastern Tropical Pacific
Arius maculatus,Arius maculatus,accepted,Arius maculatus,NA,species,Actinopteri,Siluriformes,Ariidae,Arius,TRUE,TRUE,TRUE,275578,275578,90945,573377,Eastern Tropical Pacific
Opistognathus punctatus,Opistognathus punctatus,accepted,Opistognathus punctatus,NA,species,Actinopteri,Ovalentaria incertae sedis,Opistognathidae,Opistognathus,TRUE,FALSE,FALSE,276471,276471,NA,586836,Eastern Tropical Pacific
Trichiurus lepturus,Trichiurus lepturus,accepted,Trichiurus lepturus,NA,species,Actinopteri,Scombriformes,Trichiuridae,Trichiurus,TRUE,TRUE,FALSE,127089,127089,11590,13733,Eastern Tropical Pacific
Melamphaes parvus,Melamphaes parvus,accepted,Melamphaes parvus,NA,species,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,274935,274935,NA,880960,Eastern Tropical Pacific
Beringraja binoculata,Beringraja binoculata,accepted,Beringraja binoculata,NA,species,Elasmobranchii,Rajiformes,Rajidae,Beringraja,TRUE,FALSE,FALSE,1021330,1021330,NA,NA,Eastern Tropical Pacific
Decapterus macarellus,Decapterus macarellus,accepted,Decapterus macarellus,NA,species,Actinopteri,Carangiformes,Carangidae,Decapterus,TRUE,FALSE,FALSE,126807,126807,18711,146143,Eastern Tropical Pacific
Serranus aequidens,Serranus aequidens,accepted,Serranus aequidens,NA,species,Actinopteri,Perciformes,Serranidae,Serranus,TRUE,FALSE,FALSE,273888,273888,471667,1955183,Eastern Tropical Pacific
Gymnothorax moringa,Gymnothorax moringa,accepted,Gymnothorax moringa,NA,species,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,TRUE,FALSE,FALSE,158584,158584,91558,182438,Eastern Tropical Pacific
Rhizoprionodon longurio,Rhizoprionodon longurio,accepted,Rhizoprionodon longurio,NA,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,TRUE,FALSE,FALSE,271327,271327,162008,1048762,Eastern Tropical Pacific
Odontoscion dentex,Odontoscion dentex,accepted,Odontoscion dentex,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Odontoscion,TRUE,FALSE,FALSE,281837,281837,98561,1182782,Eastern Tropical Pacific
Ophioscion scierus,Ophioscion scierus,accepted,Ophioscion scierus,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Ophioscion,TRUE,FALSE,FALSE,281905,281905,468127,1642196,Eastern Tropical Pacific
Chilara taylori,Chilara taylori,accepted,Chilara taylori,NA,species,Actinopteri,Ophidiiformes,Ophidiidae,Chilara,TRUE,TRUE,FALSE,280146,280146,82766,274688,Eastern Tropical Pacific
Decodon melasma,Decodon melasma,accepted,Decodon melasma,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Decodon,TRUE,FALSE,FALSE,276745,276745,86912,875773,Eastern Tropical Pacific
Hemicaranx zelotes,Hemicaranx zelotes,accepted,Hemicaranx zelotes,NA,species,Actinopteri,Carangiformes,Carangidae,Hemicaranx,TRUE,TRUE,FALSE,276354,276354,887636,173325,Eastern Tropical Pacific
Halichoeres aestuaricola,Halichoeres aestuaricola,accepted,Halichoeres aestuaricola,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,TRUE,TRUE,FALSE,275748,275748,NA,1984841,Eastern Tropical Pacific
Bathylaco nigricans,Bathylaco nigricans,accepted,Bathylaco nigricans,NA,species,Actinopteri,Alepocephaliformes,Alepocephalidae,Bathylaco,TRUE,FALSE,FALSE,126688,126688,164333,466962,Eastern Tropical Pacific
Desmodema polystictum,Desmodema polystictum,accepted,Desmodema polystictum,NA,species,Actinopteri,Lampriformes,Trachipteridae,Desmodema,TRUE,FALSE,FALSE,158922,158922,140691,1263174,Eastern Tropical Pacific
Trachinotus paitensis,Trachinotus paitensis,accepted,Trachinotus paitensis,NA,species,Actinopteri,Carangiformes,Carangidae,Trachinotus,TRUE,FALSE,FALSE,273296,273296,371485,875781,Eastern Tropical Pacific
Oligoplites refulgens,Oligoplites refulgens,accepted,Oligoplites refulgens,NA,species,Actinopteri,Carangiformes,Carangidae,Oligoplites,TRUE,TRUE,FALSE,276358,276358,364662,NA,Eastern Tropical Pacific
Caranx vinctus,Caranx vinctus,accepted,Caranx vinctus,NA,species,Actinopteri,Carangiformes,Carangidae,Caranx,TRUE,FALSE,FALSE,273275,273275,NA,173314,Eastern Tropical Pacific
Diplectrum labarum,Diplectrum labarum,accepted,Diplectrum labarum,NA,species,Actinopteri,Perciformes,Serranidae,Diplectrum,TRUE,FALSE,FALSE,276180,276180,299691,NA,Eastern Tropical Pacific
Opistognathus fossoris,Opistognathus fossoris,accepted,Opistognathus fossoris,NA,species,Actinopteri,Ovalentaria incertae sedis,Opistognathidae,Opistognathus,TRUE,FALSE,FALSE,293664,293664,NA,NA,Eastern Tropical Pacific
Petrotyx hopkinsi,Petrotyx hopkinsi,accepted,Petrotyx hopkinsi,NA,species,Actinopteri,Ophidiiformes,Ophidiidae,Petrotyx,TRUE,FALSE,FALSE,282224,282224,NA,NA,Eastern Tropical Pacific
Opisthopterus dovii,Opisthopterus dovii,accepted,Opisthopterus dovii,NA,species,Actinopteri,Clupeiformes,Pristigasteridae,Opisthopterus,TRUE,TRUE,FALSE,281919,281919,371482,NA,Eastern Tropical Pacific
Pomadasys branickii,Pomadasys branickii,accepted,Pomadasys branickii,NA,species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Pomadasys,TRUE,TRUE,FALSE,273503,273503,59265,1010713,Eastern Tropical Pacific
Bathytroctes macrolepis,Bathytroctes macrolepis,accepted,Bathytroctes macrolepis,NA,species,Actinopteri,Alepocephaliformes,Alepocephalidae,Bathytroctes,TRUE,FALSE,FALSE,126691,126691,59417,492030,Eastern Tropical Pacific
Achirus scutum,Achirus scutum,accepted,Achirus scutum,NA,species,Actinopteri,Pleuronectiformes,Achiridae,Achirus,TRUE,TRUE,FALSE,279495,279495,299677,NA,Eastern Tropical Pacific
Triphoturus nigrescens,Triphoturus nigrescens,accepted,Triphoturus nigrescens,NA,species,Actinopteri,Myctophiformes,Myctophidae,Triphoturus,TRUE,FALSE,FALSE,217721,217721,452595,123243,Eastern Tropical Pacific
Ophioblennius macclurei,Ophioblennius macclurei,accepted,Ophioblennius macclurei,NA,species,Actinopteri,Blenniiformes,Blenniidae,Ophioblennius,TRUE,FALSE,FALSE,273125,273125,178118,879514,Eastern Tropical Pacific
Halichoeres bicolor,Halichoeres bicolor,accepted,Halichoeres bicolor,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,TRUE,FALSE,FALSE,275750,275750,466713,1198083,Eastern Tropical Pacific
Pronotogrammus eos,Pronotogrammus eos,accepted,Pronotogrammus eos,NA,species,Actinopteri,Perciformes,Serranidae,Pronotogrammus,TRUE,FALSE,FALSE,282364,282364,NA,2048938,Eastern Tropical Pacific
Anabas testudineus,Anabas testudineus,accepted,Anabas testudineus,NA,species,Actinopteri,Anabantiformes,Anabantidae,Anabas,FALSE,TRUE,TRUE,279597,279597,48010,64144,Eastern Tropical Pacific
Thalassoma duperrey,Thalassoma duperrey,accepted,Thalassoma duperrey,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,TRUE,FALSE,FALSE,273579,273579,83522,239043,Eastern Tropical Pacific
Centropomus pectinatus,Centropomus pectinatus,accepted,Centropomus pectinatus,NA,species,Actinopteri,Carangaria incertae sedis,Centropomidae,Centropomus,TRUE,TRUE,TRUE,280065,280065,NA,28802,Eastern Tropical Pacific
Parrella maxillaris,Parrella maxillaris,accepted,Parrella maxillaris,NA,species,Actinopteri,Gobiiformes,Gobiidae,Parrella,TRUE,FALSE,FALSE,282174,282174,NA,NA,Eastern Tropical Pacific
Astroscopus zephyreus,Astroscopus zephyreus,accepted,Astroscopus zephyreus,NA,species,Actinopteri,Perciformes,Uranoscopidae,Astroscopus,TRUE,FALSE,FALSE,275976,275976,NA,NA,Eastern Tropical Pacific
Thunnus alalunga,Thunnus alalunga,accepted,Thunnus alalunga,NA,species,Actinopteri,Scombriformes,Scombridae,Thunnus,TRUE,FALSE,FALSE,127026,127026,15068,NA,Eastern Tropical Pacific
Hyporthodus niphobles,Hyporthodus niphobles,accepted,Hyporthodus niphobles,NA,species,Actinopteri,Perciformes,Serranidae,Hyporthodus,TRUE,FALSE,FALSE,475078,475078,495833,160725,Eastern Tropical Pacific
Anchoa curta,Anchoa curta,accepted,Anchoa curta,NA,species,Actinopteri,Clupeiformes,Engraulidae,Anchoa,TRUE,TRUE,TRUE,275514,275514,NA,NA,Eastern Tropical Pacific
Dactylagnus parvus,Dactylagnus parvus,accepted,Dactylagnus parvus,NA,species,Actinopteri,Blenniiformes,Dactyloscopidae,Dactylagnus,TRUE,FALSE,FALSE,280471,280471,NA,NA,Eastern Tropical Pacific
Scartelaos histophorus,Scartelaos histophorus,accepted,Scartelaos histophorus,NA,species,Actinopteri,Gobiiformes,Gobiidae,Scartelaos,TRUE,TRUE,FALSE,282671,282671,53794,166764,Eastern Tropical Pacific
Acanthemblemaria hastingsi,Acanthemblemaria hastingsi,accepted,Acanthemblemaria hastingsi,NA,species,Actinopteri,Blenniiformes,Chaenopsidae,Acanthemblemaria,TRUE,FALSE,FALSE,712821,712821,NA,NA,Eastern Tropical Pacific
Kyphosus azureus,Kyphosus azureus,accepted,Kyphosus azureus,NA,species,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,TRUE,FALSE,FALSE,1019728,1019728,758036,NA,Eastern Tropical Pacific
Trachinotus kennedyi,Trachinotus kennedyi,accepted,Trachinotus kennedyi,NA,species,Actinopteri,Carangiformes,Carangidae,Trachinotus,TRUE,TRUE,FALSE,273292,273292,887637,NA,Eastern Tropical Pacific
Carcharhinus leucas,Carcharhinus leucas,accepted,Carcharhinus leucas,NA,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,TRUE,TRUE,TRUE,105792,105792,12773,46612,Eastern Tropical Pacific
Parexocoetus brachypterus,Parexocoetus brachypterus,accepted,Parexocoetus brachypterus,NA,species,Actinopteri,Beloniformes,Exocoetidae,Parexocoetus,TRUE,FALSE,FALSE,217872,217872,140586,129057,Eastern Tropical Pacific
Diplectrum euryplectrum,Diplectrum euryplectrum,accepted,Diplectrum euryplectrum,NA,species,Actinopteri,Perciformes,Serranidae,Diplectrum,TRUE,FALSE,FALSE,276179,276179,299697,2048736,Eastern Tropical Pacific
Centropomus unionensis,Centropomus unionensis,accepted,Centropomus unionensis,NA,species,Actinopteri,Carangaria incertae sedis,Centropomidae,Centropomus,TRUE,TRUE,FALSE,280069,280069,NA,56563,Eastern Tropical Pacific
Bolinichthys pyrsobolus,Bolinichthys pyrsobolus,accepted,Bolinichthys pyrsobolus,NA,species,Actinopteri,Myctophiformes,Myctophidae,Bolinichthys,TRUE,FALSE,FALSE,272652,272652,665815,1069391,Eastern Tropical Pacific
Aulostomus chinensis,Aulostomus chinensis,accepted,Aulostomus chinensis,NA,species,Actinopteri,Syngnathiformes,Aulostomidae,Aulostomus,TRUE,FALSE,FALSE,217964,217964,10429,150448,Eastern Tropical Pacific
Starksia grammilaga,Starksia grammilaga,accepted,Starksia grammilaga,NA,species,Actinopteri,Blenniiformes,Labrisomidae,Starksia,TRUE,FALSE,FALSE,276369,276369,NA,879525,Eastern Tropical Pacific
Lutjanus lutjanus,Lutjanus lutjanus,accepted,Lutjanus lutjanus,NA,species,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,TRUE,FALSE,FALSE,218495,218495,18547,475167,Eastern Tropical Pacific
Seriola rivoliana,Seriola rivoliana,accepted,Seriola rivoliana,NA,species,Actinopteri,Carangiformes,Carangidae,Seriola,TRUE,FALSE,FALSE,126818,126818,11597,173321,Eastern Tropical Pacific
Lampanyctus hubbsi,Lampanyctus hubbsi,accepted,Lampanyctus hubbsi,NA,species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,272710,272710,717149,1519980,Eastern Tropical Pacific
Acanthogobius hasta,Acanthogobius hasta,accepted,Acanthogobius hasta,NA,species,Actinopteri,Gobiiformes,Gobiidae,Acanthogobius,TRUE,TRUE,TRUE,279476,279476,27398,267130,Eastern Tropical Pacific
Carcharhinus longimanus,Carcharhinus longimanus,accepted,Carcharhinus longimanus,NA,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,TRUE,FALSE,FALSE,105794,105794,71911,302049,Eastern Tropical Pacific
Myrichthys aspetocheiros,Myrichthys aspetocheiros,accepted,Myrichthys aspetocheiros,NA,species,Actinopteri,Anguilliformes,Ophichthidae,Myrichthys,TRUE,FALSE,FALSE,275483,275483,461702,NA,Eastern Tropical Pacific
Cheilopogon pinnatibarbatus,Cheilopogon pinnatibarbatus,accepted,Cheilopogon pinnatibarbatus,NA,species,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,TRUE,FALSE,FALSE,126383,126383,NA,307590,Eastern Tropical Pacific
Stomias colubrinus,Stomias colubrinus,accepted,Stomias colubrinus,NA,species,Actinopteri,Stomiiformes,Stomiidae,Stomias,TRUE,FALSE,FALSE,306767,306767,NA,NA,Eastern Tropical Pacific
Mustelus californicus,Mustelus californicus,accepted,Mustelus californicus,NA,species,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,TRUE,FALSE,FALSE,271381,271381,122046,320419,Eastern Tropical Pacific
Quassiremus nothochir,Quassiremus nothochir,accepted,Quassiremus nothochir,NA,species,Actinopteri,Anguilliformes,Ophichthidae,Quassiremus,TRUE,FALSE,FALSE,282534,282534,NA,NA,Eastern Tropical Pacific
Vinciguerria nimbaria,Vinciguerria nimbaria,accepted,Vinciguerria nimbaria,NA,species,Actinopteri,Stomiiformes,Phosichthyidae,Vinciguerria,TRUE,FALSE,FALSE,127303,127303,140902,270541,Eastern Tropical Pacific
Gobiesox eugrammus,Gobiesox eugrammus,accepted,Gobiesox eugrammus,NA,species,Actinopteri,Gobiesociformes,Gobiesocidae,Gobiesox,TRUE,FALSE,FALSE,275669,275669,NA,NA,Eastern Tropical Pacific
Xiphias gladius,Xiphias gladius,accepted,Xiphias gladius,NA,species,Actinopteri,Carangiformes,Xiphiidae,Xiphias,TRUE,FALSE,FALSE,127094,127094,11091,8245,Eastern Tropical Pacific
Avocettina infans,Avocettina infans,accepted,Avocettina infans,NA,species,Actinopteri,Anguilliformes,Nemichthyidae,Avocettina,TRUE,FALSE,FALSE,126304,126304,34561,121280,Eastern Tropical Pacific
Chlopsis bicollaris,Chlopsis bicollaris,accepted,Chlopsis bicollaris,NA,species,Actinopteri,Anguilliformes,Chlopsidae,Chlopsis,TRUE,FALSE,FALSE,271713,271713,395425,NA,Eastern Tropical Pacific
Hemanthias peruanus,Hemanthias peruanus,accepted,Hemanthias peruanus,NA,species,Actinopteri,Perciformes,Serranidae,Hemanthias,TRUE,FALSE,FALSE,275930,275930,756019,327814,Eastern Tropical Pacific
Encheliophis vermicularis,Encheliophis vermicularis,accepted,Encheliophis vermicularis,NA,species,Actinopteri,Ophidiiformes,Carapidae,Encheliophis,TRUE,FALSE,FALSE,279269,279269,NA,NA,Eastern Tropical Pacific
Eumecichthys fiski,Eumecichthys fiski,accepted,Eumecichthys fiski,NA,species,Actinopteri,Lampriformes,Lophotidae,Eumecichthys,TRUE,FALSE,FALSE,217888,217888,NA,1263185,Eastern Tropical Pacific
Urotrygon rogersi,Urotrygon rogersi,accepted,Urotrygon rogersi,NA,species,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urotrygon,TRUE,FALSE,FALSE,283122,283122,270491,1187975,Eastern Tropical Pacific
Symphurus atricaudus,Symphurus atricaudus,accepted,Symphurus atricaudus,NA,species,Actinopteri,Pleuronectiformes,Cynoglossidae,Symphurus,TRUE,FALSE,FALSE,274234,274234,NA,305513,Eastern Tropical Pacific
Anisotremus davidsonii,Anisotremus davidsonii,accepted,Anisotremus davidsonii,NA,species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Anisotremus,TRUE,FALSE,FALSE,279617,279617,76499,314002,Eastern Tropical Pacific
Elops saurus,Elops saurus,accepted,Elops saurus,NA,species,Actinopteri,Elopiformes,Elopidae,Elops,TRUE,TRUE,FALSE,157875,157875,29225,7928,Eastern Tropical Pacific
Euthynnus affinis,Euthynnus affinis,accepted,Euthynnus affinis,NA,species,Actinopteri,Scombriformes,Scombridae,Euthynnus,TRUE,FALSE,FALSE,219708,219708,11619,8227,Eastern Tropical Pacific
Hemicaranx leucurus,Hemicaranx leucurus,accepted,Hemicaranx leucurus,NA,species,Actinopteri,Carangiformes,Carangidae,Hemicaranx,TRUE,TRUE,FALSE,276353,276353,NA,173308,Eastern Tropical Pacific
Lampanyctus tenuiformis,Lampanyctus tenuiformis,accepted,Lampanyctus tenuiformis,NA,species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,158898,158898,125477,319540,Eastern Tropical Pacific
Coilia mystus,Coilia mystus,accepted,Coilia mystus,NA,species,Actinopteri,Clupeiformes,Engraulidae,Coilia,TRUE,TRUE,TRUE,279082,279082,383526,NA,Eastern Tropical Pacific
Tridentiger barbatus,Tridentiger barbatus,accepted,Tridentiger barbatus,NA,species,Actinopteri,Gobiiformes,Gobiidae,Tridentiger,FALSE,TRUE,FALSE,283044,283044,509851,88147,Eastern Tropical Pacific
Lepidopus caudatus,Lepidopus caudatus,accepted,Lepidopus caudatus,NA,species,Actinopteri,Scombriformes,Trichiuridae,Lepidopus,TRUE,FALSE,FALSE,127088,127088,15345,107245,Eastern Tropical Pacific
Diplectrum sciurus,Diplectrum sciurus,accepted,Diplectrum sciurus,NA,species,Actinopteri,Perciformes,Serranidae,Diplectrum,TRUE,FALSE,FALSE,276186,276186,NA,NA,Eastern Tropical Pacific
Gillichthys seta,Gillichthys seta,accepted,Gillichthys seta,NA,species,Actinopteri,Gobiiformes,Gobiidae,Gillichthys,TRUE,FALSE,FALSE,280852,280852,493658,79683,Eastern Tropical Pacific
Seriola peruana,Seriola peruana,accepted,Seriola peruana,NA,species,Actinopteri,Carangiformes,Carangidae,Seriola,TRUE,FALSE,FALSE,276650,276650,NA,NA,Eastern Tropical Pacific
Bagre panamensis,Bagre panamensis,accepted,Bagre panamensis,NA,species,Actinopteri,Siluriformes,Ariidae,Bagre,TRUE,TRUE,FALSE,275588,275588,371499,243721,Eastern Tropical Pacific
Cociella punctata,Cociella punctata,accepted,Cociella punctata,NA,species,Actinopteri,Perciformes,Platycephalidae,Cociella,TRUE,FALSE,FALSE,218136,218136,NA,1633431,Eastern Tropical Pacific
Starksia leucovitta,Starksia leucovitta,accepted,Starksia leucovitta,NA,species,Actinopteri,Blenniiformes,Labrisomidae,Starksia,TRUE,FALSE,FALSE,276376,276376,NA,NA,Eastern Tropical Pacific
Melamphaes lugubris,Melamphaes lugubris,accepted,Melamphaes lugubris,NA,species,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,274932,274932,33946,319444,Eastern Tropical Pacific
Orthopristis cantharinus,Orthopristis cantharinus,accepted,Orthopristis cantharinus,NA,species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Orthopristis,TRUE,FALSE,FALSE,275740,275740,NA,2070695,Eastern Tropical Pacific
Lumpenopsis hypochroma,Lumpenopsis hypochroma,accepted,Lumpenopsis hypochroma,NA,species,Actinopteri,Perciformes,Stichaeidae,Lumpenopsis,TRUE,FALSE,FALSE,281437,281437,NA,NA,Eastern Tropical Pacific
Cynoscion nannus,Cynoscion nannus,accepted,Cynoscion nannus,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Cynoscion,TRUE,FALSE,FALSE,276082,276082,722978,2048729,Eastern Tropical Pacific
Hypsoblennius proteus,Hypsoblennius proteus,accepted,Hypsoblennius proteus,NA,species,Actinopteri,Blenniiformes,Blenniidae,Hypsoblennius,TRUE,FALSE,FALSE,276330,276330,NA,NA,Eastern Tropical Pacific
Thaleichthys pacificus,Thaleichthys pacificus,accepted,Thaleichthys pacificus,NA,species,Actinopteri,Osmeriformes,Osmeridae,Thaleichthys,TRUE,TRUE,TRUE,282959,282959,10698,240832,Eastern Tropical Pacific
