region,gbifIDs,approximate_match,number_matches,kingdom,phylum,class,order,family,genus,species
Subarctic Pacific,2409367,FALSE,1,Animalia,Chordata,NA,Pleuronectiformes,Pleuronectidae,Clidoderma,Clidoderma asperrimum
Puget Trough/Georgia Basin,2409367,FALSE,1,Animalia,Chordata,NA,Pleuronectiformes,Pleuronectidae,Clidoderma,Clidoderma asperrimum
Aleutian Islands,2333873,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus acuticeps
Puget Trough/Georgia Basin,2333873,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus acuticeps
California Current,2333873,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus acuticeps
Subarctic Pacific,2333873,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus acuticeps
"Oregon, Washington, Vancouver Coast and Shelf",2333873,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus acuticeps
Gulf of Alaska,2333873,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus acuticeps
North American Pacific Fijordland,2333873,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus acuticeps
Northern California,2333873,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus acuticeps
Northern California,2333868,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus analis
"Oregon, Washington, Vancouver Coast and Shelf",2333868,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus analis
Southern California Bight,2333868,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus analis
California Current,2333868,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus analis
Subarctic Pacific,2333877,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus embryum
Puget Trough/Georgia Basin,2333877,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus embryum
Southern California Bight,2333877,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus embryum
Gulf of Alaska,2333877,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus embryum
"Oregon, Washington, Vancouver Coast and Shelf",2333877,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus embryum
California Current,2333877,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus embryum
Aleutian Islands,2333877,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus embryum
North American Pacific Fijordland,2333877,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus embryum
Northern California,2333877,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus embryum
Southern California Bight,2333870,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus globiceps
Gulf of Alaska,2333870,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus globiceps
Puget Trough/Georgia Basin,2333870,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus globiceps
"Oregon, Washington, Vancouver Coast and Shelf",2333870,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus globiceps
Subarctic Pacific,2333870,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus globiceps
California Current,2333870,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus globiceps
Northern California,2333870,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus globiceps
North American Pacific Fijordland,2333870,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus globiceps
"Oregon, Washington, Vancouver Coast and Shelf",2333866,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus recalvus
California Current,2333866,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus recalvus
Northern California,2333866,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus recalvus
Southern California Bight,2333866,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus recalvus
Aleutian Islands,8351946,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea harengus
"Oregon, Washington, Vancouver Coast and Shelf",8351946,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea harengus
North American Pacific Fijordland,8351946,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea harengus
California Current,8351946,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea harengus
Puget Trough/Georgia Basin,8351946,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea harengus
Northern California,8351946,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea harengus
Gulf of Alaska,8351946,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea harengus
Subarctic Pacific,8351946,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea harengus
North American Pacific Fijordland,4284072,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
Southern California Bight,4284072,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
North Pacific Transitional,4284072,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
Northern California,4284072,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
Aleutian Islands,4284072,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
Puget Trough/Georgia Basin,4284072,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
Gulf of Alaska,4284072,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
Subarctic Pacific,4284072,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
California Current,4284072,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
"Oregon, Washington, Vancouver Coast and Shelf",4284072,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
North Central Pacific Gyre,2401075,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Evermannellidae,Coccorella,Coccorella atlantica
North Central Pacific Gyre,2401077,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Evermannellidae,Coccorella,Coccorella atrata
North Central Pacific Gyre,2416220,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coelorinchus,Coelorinchus aratrum
North Pacific Transitional,2416038,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coelorinchus,Coelorinchus bollonsi
North Central Pacific Gyre,2416386,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coelorinchus,Coelorinchus doryssus
North Central Pacific Gyre,2416046,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coelorinchus,Coelorinchus gladius
Northern California,2416090,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coelorinchus,Coelorinchus scaphopsis
Southern California Bight,2416090,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coelorinchus,Coelorinchus scaphopsis
California Current,2416090,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coelorinchus,Coelorinchus scaphopsis
"Oregon, Washington, Vancouver Coast and Shelf",2416090,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coelorinchus,Coelorinchus scaphopsis
North Central Pacific Gyre,2416374,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coelorinchus,Coelorinchus spilonotus
California Current,2369264,TRUE,1,Animalia,Chordata,NA,Beloniformes,Scomberesocidae,Cololabis,Cololabis adocetus
North Central Pacific Gyre,2369264,TRUE,1,Animalia,Chordata,NA,Beloniformes,Scomberesocidae,Cololabis,Cololabis adocetus
Southern California Bight,2369264,TRUE,1,Animalia,Chordata,NA,Beloniformes,Scomberesocidae,Cololabis,Cololabis adocetus
Gulf of Alaska,2369261,FALSE,1,Animalia,Chordata,NA,Beloniformes,Scomberesocidae,Cololabis,Cololabis saira
Northern California,2369261,FALSE,1,Animalia,Chordata,NA,Beloniformes,Scomberesocidae,Cololabis,Cololabis saira
"Oregon, Washington, Vancouver Coast and Shelf",2369261,FALSE,1,Animalia,Chordata,NA,Beloniformes,Scomberesocidae,Cololabis,Cololabis saira
Subarctic Pacific,2369261,FALSE,1,Animalia,Chordata,NA,Beloniformes,Scomberesocidae,Cololabis,Cololabis saira
Southern California Bight,2369261,FALSE,1,Animalia,Chordata,NA,Beloniformes,Scomberesocidae,Cololabis,Cololabis saira
North Pacific Transitional,2369261,FALSE,1,Animalia,Chordata,NA,Beloniformes,Scomberesocidae,Cololabis,Cololabis saira
North American Pacific Fijordland,2369261,FALSE,1,Animalia,Chordata,NA,Beloniformes,Scomberesocidae,Cololabis,Cololabis saira
North Central Pacific Gyre,2369261,FALSE,1,Animalia,Chordata,NA,Beloniformes,Scomberesocidae,Cololabis,Cololabis saira
Aleutian Islands,2369261,FALSE,1,Animalia,Chordata,NA,Beloniformes,Scomberesocidae,Cololabis,Cololabis saira
California Current,2369261,FALSE,1,Animalia,Chordata,NA,Beloniformes,Scomberesocidae,Cololabis,Cololabis saira
North Central Pacific Gyre,2403516,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Congridae,Conger,Conger cinereus
North Central Pacific Gyre,2403490,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Congridae,Conger,Conger conger
North Central Pacific Gyre,2403519,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Congridae,Conger,Conger marginatus
North Pacific Transitional,2403530,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Congridae,Conger,Conger myriaster
North Central Pacific Gyre,2403534,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Congridae,Conger,Conger oligoporus
North Central Pacific Gyre,2403538,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Congridae,Conger,Conger triporiceps
North Central Pacific Gyre,2403513,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Congridae,Conger,Conger wilsoni
North Pacific Transitional,2403485,TRUE,1,Animalia,Chordata,NA,Anguilliformes,Congridae,Congriscus,Congriscus megastomus
North Central Pacific Gyre,2403485,TRUE,1,Animalia,Chordata,NA,Anguilliformes,Congridae,Congriscus,Congriscus megastomus
California Current,2403485,TRUE,1,Animalia,Chordata,NA,Anguilliformes,Congridae,Congriscus,Congriscus megastomus
North American Pacific Fijordland,2403485,TRUE,1,Animalia,Chordata,NA,Anguilliformes,Congridae,Congriscus,Congriscus megastomus
"Oregon, Washington, Vancouver Coast and Shelf",2403485,TRUE,1,Animalia,Chordata,NA,Anguilliformes,Congridae,Congriscus,Congriscus megastomus
Subarctic Pacific,2403485,TRUE,1,Animalia,Chordata,NA,Anguilliformes,Congridae,Congriscus,Congriscus megastomus
"Oregon, Washington, Vancouver Coast and Shelf",2410765,FALSE,1,Animalia,Chordata,NA,Osmeriformes,Alepocephalidae,Conocara,Conocara salmoneum
California Current,2410765,FALSE,1,Animalia,Chordata,NA,Osmeriformes,Alepocephalidae,Conocara,Conocara salmoneum
Southern California Bight,2382783,FALSE,1,Animalia,Chordata,NA,Perciformes,Haemulidae,Conodon,Conodon serrifer
North Central Pacific Gyre,2375059,FALSE,1,Animalia,Chordata,NA,Perciformes,Priacanthidae,Cookeolus,Cookeolus japonicus
California Current,2375059,FALSE,1,Animalia,Chordata,NA,Perciformes,Priacanthidae,Cookeolus,Cookeolus japonicus
Southern California Bight,2375059,FALSE,1,Animalia,Chordata,NA,Perciformes,Priacanthidae,Cookeolus,Cookeolus japonicus
Southern California Bight,9542760,FALSE,1,Animalia,Chordata,NA,Perciformes,Cichlidae,Coptodon,Coptodon guineensis
California Current,2381463,FALSE,1,Animalia,Chordata,NA,Perciformes,Chaenopsidae,Coralliozetus,Coralliozetus angelicus
California Current,2381459,FALSE,1,Animalia,Chordata,NA,Perciformes,Chaenopsidae,Coralliozetus,Coralliozetus rosenblatti
Gulf of Alaska,2351006,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Coregonus,Coregonus autumnalis
Puget Trough/Georgia Basin,2351119,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Coregonus,Coregonus clupeaformis
Gulf of Alaska,2351119,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Coregonus,Coregonus clupeaformis
North American Pacific Fijordland,2351119,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Coregonus,Coregonus clupeaformis
Gulf of Alaska,2351007,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Coregonus,Coregonus laurettae
Gulf of Alaska,2351064,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Coregonus,Coregonus nasus
North American Pacific Fijordland,2351064,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Coregonus,Coregonus nasus
Gulf of Alaska,2351053,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Coregonus,Coregonus pidschian
Gulf of Alaska,2350950,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Coregonus,Coregonus sardinella
North American Pacific Fijordland,2350950,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Coregonus,Coregonus sardinella
North Central Pacific Gyre,5209789,FALSE,1,Animalia,Chordata,NA,Perciformes,Labridae,Coris,Coris ballieui
North Central Pacific Gyre,5209803,FALSE,1,Animalia,Chordata,NA,Perciformes,Labridae,Coris,Coris flavovittata
North Central Pacific Gyre,5209802,FALSE,1,Animalia,Chordata,NA,Perciformes,Labridae,Coris,Coris gaimard
North Central Pacific Gyre,5209798,FALSE,1,Animalia,Chordata,NA,Perciformes,Labridae,Coris,Coris venusta
California Current,2399832,FALSE,1,Animalia,Chordata,NA,Perciformes,Sciaenidae,Corvula,Corvula macrops
California Current,2381960,FALSE,1,Animalia,Chordata,NA,Perciformes,Coryphaenidae,Coryphaena,Coryphaena equiselis
North Central Pacific Gyre,2381960,FALSE,1,Animalia,Chordata,NA,Perciformes,Coryphaenidae,Coryphaena,Coryphaena equiselis
Northern California,2381939,FALSE,1,Animalia,Chordata,NA,Perciformes,Coryphaenidae,Coryphaena,Coryphaena hippurus
North Central Pacific Gyre,2381939,FALSE,1,Animalia,Chordata,NA,Perciformes,Coryphaenidae,Coryphaena,Coryphaena hippurus
Southern California Bight,2381939,FALSE,1,Animalia,Chordata,NA,Perciformes,Coryphaenidae,Coryphaena,Coryphaena hippurus
"Oregon, Washington, Vancouver Coast and Shelf",2381939,FALSE,1,Animalia,Chordata,NA,Perciformes,Coryphaenidae,Coryphaena,Coryphaena hippurus
California Current,2381939,FALSE,1,Animalia,Chordata,NA,Perciformes,Coryphaenidae,Coryphaena,Coryphaena hippurus
California Current,5215201,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides acrolepis
Gulf of Alaska,5215201,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides acrolepis
North Pacific Transitional,5215201,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides acrolepis
North American Pacific Fijordland,5215201,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides acrolepis
Aleutian Islands,5215201,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides acrolepis
Southern California Bight,5215201,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides acrolepis
Subarctic Pacific,5215201,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides acrolepis
Northern California,5215201,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides acrolepis
"Oregon, Washington, Vancouver Coast and Shelf",5215201,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides acrolepis
North Pacific Transitional,5215164,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides armatus
North American Pacific Fijordland,5215164,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides armatus
Northern California,5215164,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides armatus
California Current,5215164,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides armatus
Subarctic Pacific,5215164,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides armatus
Southern California Bight,5215164,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides armatus
"Oregon, Washington, Vancouver Coast and Shelf",5215164,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides armatus
Gulf of Alaska,5215251,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides cinereus
Aleutian Islands,5215251,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides cinereus
North American Pacific Fijordland,5215251,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides cinereus
"Oregon, Washington, Vancouver Coast and Shelf",5215251,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides cinereus
Northern California,5215251,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides cinereus
California Current,5215251,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides cinereus
Subarctic Pacific,5215251,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides cinereus
Northern California,5215307,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides filifer
Subarctic Pacific,5215307,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides filifer
North American Pacific Fijordland,5215307,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides filifer
California Current,5215307,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides filifer
North Pacific Transitional,5215307,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides filifer
Gulf of Alaska,5215307,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides filifer
"Oregon, Washington, Vancouver Coast and Shelf",5215307,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides filifer
"Oregon, Washington, Vancouver Coast and Shelf",5215231,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides leptolepis
North Pacific Transitional,5215231,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides leptolepis
Northern California,5215231,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides leptolepis
California Current,5215231,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides leptolepis
North American Pacific Fijordland,5215281,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides liocephalus
Subarctic Pacific,5215281,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides liocephalus
California Current,5215281,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides liocephalus
Puget Trough/Georgia Basin,5215281,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides liocephalus
Northern California,5215281,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides liocephalus
North Central Pacific Gyre,5215168,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides longicirrhus
Aleutian Islands,5215191,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides longifilis
Subarctic Pacific,5215191,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides longifilis
Northern California,5215244,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides yaquinae
Southern California Bight,5215244,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides yaquinae
North Pacific Transitional,5215244,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides yaquinae
California Current,5215244,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides yaquinae
North Central Pacific Gyre,5215244,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides yaquinae
California Current,2377817,FALSE,1,Animalia,Chordata,NA,Perciformes,Gobiidae,Coryphopterus,Coryphopterus urospilus
Southern California Bight,2377817,FALSE,1,Animalia,Chordata,NA,Perciformes,Gobiidae,Coryphopterus,Coryphopterus urospilus
California Current,4286294,FALSE,1,Animalia,Chordata,NA,Syngnathiformes,Syngnathidae,Cosmocampus,Cosmocampus arctus
Northern California,4286294,FALSE,1,Animalia,Chordata,NA,Syngnathiformes,Syngnathidae,Cosmocampus,Cosmocampus arctus
Southern California Bight,4286294,FALSE,1,Animalia,Chordata,NA,Syngnathiformes,Syngnathidae,Cosmocampus,Cosmocampus arctus
Gulf of Alaska,2334078,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Cottus,Cottus aleuticus
Northern California,2334078,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Cottus,Cottus aleuticus
North American Pacific Fijordland,2334078,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Cottus,Cottus aleuticus
Subarctic Pacific,2334078,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Cottus,Cottus aleuticus
California Current,2334078,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Cottus,Cottus aleuticus
"Oregon, Washington, Vancouver Coast and Shelf",2334078,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Cottus,Cottus aleuticus
Aleutian Islands,2334078,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Cottus,Cottus aleuticus
Puget Trough/Georgia Basin,2334078,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Cottus,Cottus aleuticus
Southern California Bight,2334177,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Cottus,Cottus asper
"Oregon, Washington, Vancouver Coast and Shelf",2334177,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Cottus,Cottus asper
North American Pacific Fijordland,2334177,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Cottus,Cottus asper
California Current,2334177,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Cottus,Cottus asper
Northern California,2334177,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Cottus,Cottus asper
Gulf of Alaska,2334177,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Cottus,Cottus asper
Subarctic Pacific,2334177,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Cottus,Cottus asper
Puget Trough/Georgia Basin,2334177,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Cottus,Cottus asper
Subarctic Pacific,2387413,FALSE,1,Animalia,Chordata,NA,Perciformes,Cryptacanthodidae,Cryptacanthodes,Cryptacanthodes aleutensis
Gulf of Alaska,2387413,FALSE,1,Animalia,Chordata,NA,Perciformes,Cryptacanthodidae,Cryptacanthodes,Cryptacanthodes aleutensis
Puget Trough/Georgia Basin,2387413,FALSE,1,Animalia,Chordata,NA,Perciformes,Cryptacanthodidae,Cryptacanthodes,Cryptacanthodes aleutensis
California Current,2387413,FALSE,1,Animalia,Chordata,NA,Perciformes,Cryptacanthodidae,Cryptacanthodes,Cryptacanthodes aleutensis
"Oregon, Washington, Vancouver Coast and Shelf",2387413,FALSE,1,Animalia,Chordata,NA,Perciformes,Cryptacanthodidae,Cryptacanthodes,Cryptacanthodes aleutensis
North American Pacific Fijordland,2387413,FALSE,1,Animalia,Chordata,NA,Perciformes,Cryptacanthodidae,Cryptacanthodes,Cryptacanthodes aleutensis
Aleutian Islands,2387413,FALSE,1,Animalia,Chordata,NA,Perciformes,Cryptacanthodidae,Cryptacanthodes,Cryptacanthodes aleutensis
"Oregon, Washington, Vancouver Coast and Shelf",2387407,FALSE,1,Animalia,Chordata,NA,Perciformes,Cryptacanthodidae,Cryptacanthodes,Cryptacanthodes giganteus
California Current,2387407,FALSE,1,Animalia,Chordata,NA,Perciformes,Cryptacanthodidae,Cryptacanthodes,Cryptacanthodes giganteus
Gulf of Alaska,2387407,FALSE,1,Animalia,Chordata,NA,Perciformes,Cryptacanthodidae,Cryptacanthodes,Cryptacanthodes giganteus
North American Pacific Fijordland,2387407,FALSE,1,Animalia,Chordata,NA,Perciformes,Cryptacanthodidae,Cryptacanthodes,Cryptacanthodes giganteus
Puget Trough/Georgia Basin,2387407,FALSE,1,Animalia,Chordata,NA,Perciformes,Cryptacanthodidae,Cryptacanthodes,Cryptacanthodes giganteus
Subarctic Pacific,2387407,FALSE,1,Animalia,Chordata,NA,Perciformes,Cryptacanthodidae,Cryptacanthodes,Cryptacanthodes giganteus
Aleutian Islands,2387407,FALSE,1,Animalia,Chordata,NA,Perciformes,Cryptacanthodidae,Cryptacanthodes,Cryptacanthodes giganteus
"Oregon, Washington, Vancouver Coast and Shelf",2415154,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Ceratiidae,Cryptopsaras,Cryptopsaras couesii
California Current,2415154,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Ceratiidae,Cryptopsaras,Cryptopsaras couesii
Northern California,2415154,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Ceratiidae,Cryptopsaras,Cryptopsaras couesii
